OrderYear,OrderMonth,CategoryName,ProductName,Quantity,Sales
1997,2,Beverages,Chang,10,152.00 
1997,2,Grains/Cereals,Gustaf's Knackebrod,12,201.60 
1997,2,Dairy Products,Mozzarella di Giovanni,10,278.00 
1997,2,Seafood,Spegesild,5,48.00 
1997,2,Grains/Cereals,Gnocchi di nonna Alice,40,1216.00 
1997,2,Grains/Cereals,Wimmers gute Semmelknodel,30,798.00 
1997,2,Beverages,Rhonbrau Klosterbier,24,148.80 
1997,2,Meat/Poultry,Perth Pasties,15,393.00 
1997,2,Confections,Teatime Chocolate Biscuits,15,109.50 
1997,2,Beverages,Sasquatch Ale,20,224.00 
1997,2,Grains/Cereals,Ravioli Angelo,15,234.00 
1997,2,Dairy Products,Queso Manchego La Pastora,15,456.00 
1997,2,Confections,Pavlova,16,222.40 
1997,2,Grains/Cereals,Wimmers gute Semmelknodel,6,159.60 
1997,2,Produce,Longlife Tofu,30,240.00 
1997,2,Beverages,Chang,45,684.00 
1997,2,Confections,Pavlova,49,681.10 
1997,2,Meat/Poultry,Thuringer Rostbratwurst,24,2376.00 
1997,2,Condiments,Sirop d'erable,90,2052.00 
1997,2,Confections,Schoggi Schokolade,50,1755.00 
1997,2,Dairy Products,Queso Cabrales,30,504.00 
1997,2,Meat/Poultry,Tourtière,80,472.00 
1997,2,Condiments,Louisiana Hot Spiced Okra,60,816.00 
1997,2,Dairy Products,Queso Cabrales,6,100.80 
1997,2,Produce,Rossle Sauerkraut,12,436.80 
1997,2,Meat/Poultry,Alice Mutton,10,312.00 
1997,2,Confections,Gumbar Gummibarchen,15,373.50 
1997,2,Beverages,Steeleye Stout,8,115.20 
1997,2,Seafood,Jack's New England Clam Chowder,30,231.00 
1997,2,Beverages,Chartreuse verte,6,86.40 
1997,2,Meat/Poultry,Tourtière,15,88.50 
1997,2,Confections,Teatime Chocolate Biscuits,12,87.60 
1997,2,Beverages,Guarana Fantastica,20,72.00 
1997,2,Dairy Products,Gorgonzola Telino,3,30.00 
1997,2,Grains/Cereals,Filo Mix,15,84.00 
1997,2,Confections,Teatime Chocolate Biscuits,40,292.00 
1997,2,Condiments,Louisiana Fiery Hot Pepper Sauce,35,588.00 
1997,2,Dairy Products,Flotemysost,2,34.40 
1997,2,Confections,Gumbar Gummibarchen,6,149.40 
1997,2,Seafood,Boston Crab Meat,20,294.00 
1997,2,Seafood,Ikura,14,347.20 
1997,2,Grains/Cereals,Filo Mix,20,112.00 
1997,2,Confections,Tarte au sucre,35,1379.00 
1997,2,Seafood,Ikura,20,496.00 
1997,2,Meat/Poultry,Tourtière,6,35.40 
1997,2,Meat/Poultry,Pate chinois,120,2304.00 
1997,2,Grains/Cereals,Wimmers gute Semmelknodel,35,931.00 
1997,2,Condiments,Louisiana Fiery Hot Pepper Sauce,28,470.40 
1997,2,Condiments,Original Frankfurter grune Soe,55,572.00 
1997,2,Produce,Rossle Sauerkraut,15,546.00 
1997,2,Condiments,Gula Malacca,100,1550.00 
1997,2,Confections,Chocolade,15,153.00 
1997,2,Beverages,Outback Lager,25,300.00 
1997,2,Confections,Pavlova,20,278.00 
1997,2,Dairy Products,Geitost,20,40.00 
1997,2,Seafood,Spegesild,10,96.00 
1997,2,Beverages,Chartreuse verte,20,288.00 
1997,2,Meat/Poultry,Perth Pasties,50,1310.00 
1997,2,Condiments,Sirop d'erable,25,570.00 
1997,2,Dairy Products,Flotemysost,30,516.00 
1997,2,Confections,Sir Rodney's Scones,40,320.00 
1997,2,Confections,Maxilaku,21,336.00 
1997,2,Dairy Products,Raclette Courdavault,36,1584.00 
1997,2,Confections,Gumbar Gummibarchen,30,747.00 
1997,2,Produce,Rossle Sauerkraut,30,1092.00 
1997,2,Beverages,Ipoh Coffee,20,736.00 
1997,2,Grains/Cereals,Gnocchi di nonna Alice,15,456.00 
1997,2,Dairy Products,Flotemysost,50,860.00 
1997,2,Produce,Uncle Bob's Organic Dried Pears,16,384.00 
1997,2,Seafood,Spegesild,20,192.00 
1997,2,Dairy Products,Mozzarella di Giovanni,40,1112.00 
1997,2,Confections,Scottish Longbreads,21,210.00 
1997,2,Beverages,Rhonbrau Klosterbier,4,24.80 
1997,2,Confections,Sir Rodney's Scones,40,320.00 
1997,2,Seafood,Nord-Ost Matjeshering,28,579.60 
1997,2,Meat/Poultry,Pate chinois,60,1152.00 
1997,3,Seafood,Konbu,1,4.80 
1997,3,Grains/Cereals,Tunnbrod,21,151.20 
1997,3,Confections,Teatime Chocolate Biscuits,21,153.30 
1997,3,Grains/Cereals,Singaporean Hokkien Fried Mee,50,560.00 
1997,3,Condiments,Chef Anton's Cajun Seasoning,16,281.60 
1997,3,Beverages,Ipoh Coffee,3,110.40 
1997,3,Grains/Cereals,Gnocchi di nonna Alice,30,912.00 
1997,3,Dairy Products,Camembert Pierrot,20,544.00 
1997,3,Beverages,Guarana Fantastica,25,90.00 
1997,3,Meat/Poultry,Thuringer Rostbratwurst,18,1782.00 
1997,3,Seafood,Boston Crab Meat,20,294.00 
1997,3,Seafood,Rogede sild,30,228.00 
1997,3,Confections,Valkoinen suklaa,25,325.00 
1997,3,Dairy Products,Queso Cabrales,10,168.00 
1997,3,Seafood,Spegesild,5,48.00 
1997,3,Beverages,Guarana Fantastica,28,100.80 
1997,3,Confections,NuNuCa Nu-Nougat-Creme,12,134.40 
1997,3,Seafood,Nord-Ost Matjeshering,8,165.60 
1997,3,Beverages,Ipoh Coffee,15,552.00 
1997,3,Beverages,Chang,40,608.00 
1997,3,Confections,Pavlova,35,486.50 
1997,3,Condiments,Gula Malacca,2,31.00 
1997,3,Seafood,Carnarvon Tigers,30,1500.00 
1997,3,Grains/Cereals,Tunnbrod,15,108.00 
1997,3,Grains/Cereals,Wimmers gute Semmelknodel,8,212.80 
1997,3,Produce,Uncle Bob's Organic Dried Pears,30,720.00 
1997,3,Grains/Cereals,Gnocchi di nonna Alice,20,608.00 
1997,3,Beverages,Guarana Fantastica,80,288.00 
1997,3,Produce,Manjimup Dried Apples,18,763.20 
1997,3,Dairy Products,Geitost,12,24.00 
1997,3,Dairy Products,Flotemysost,12,206.40 
1997,3,Produce,Tofu,12,223.20 
1997,3,Produce,Rossle Sauerkraut,18,655.20 
1997,3,Seafood,Boston Crab Meat,21,308.70 
1997,3,Beverages,Rhonbrau Klosterbier,10,62.00 
1997,3,Dairy Products,Gorgonzola Telino,35,350.00 
1997,3,Condiments,Louisiana Hot Spiced Okra,60,816.00 
1997,3,Beverages,Lakkalikoori,42,604.80 
1997,3,Meat/Poultry,Pate chinois,2,38.40 
1997,3,Beverages,Outback Lager,12,144.00 
1997,3,Beverages,Chai,15,216.00 
1997,3,Confections,Sir Rodney's Scones,21,168.00 
1997,3,Beverages,Chartreuse verte,20,288.00 
1997,3,Seafood,Ikura,20,496.00 
1997,3,Beverages,Cte de Blaye,30,6324.00 
1997,3,Meat/Poultry,Perth Pasties,28,733.60 
1997,3,Dairy Products,Raclette Courdavault,60,2640.00 
1997,3,Grains/Cereals,Wimmers gute Semmelknodel,30,798.00 
1997,3,Confections,Zaanse koeken,30,228.00 
1997,3,Dairy Products,Raclette Courdavault,12,528.00 
1997,3,Confections,Maxilaku,24,384.00 
1997,3,Dairy Products,Camembert Pierrot,40,1088.00 
1997,3,Seafood,Boston Crab Meat,10,147.00 
1997,3,Beverages,Sasquatch Ale,35,392.00 
1997,3,Condiments,Original Frankfurter grune Soe,30,312.00 
1997,3,Confections,Sir Rodney's Scones,14,112.00 
1997,3,Seafood,Boston Crab Meat,10,147.00 
1997,3,Produce,Manjimup Dried Apples,3,127.20 
1997,3,Beverages,Chang,20,304.00 
1997,3,Condiments,Aniseed Syrup,20,160.00 
1997,3,Meat/Poultry,Pate chinois,30,576.00 
1997,3,Beverages,Outback Lager,60,720.00 
1997,3,Dairy Products,Queso Cabrales,5,84.00 
1997,3,Produce,Manjimup Dried Apples,25,1060.00 
1997,3,Produce,Longlife Tofu,16,128.00 
1997,3,Confections,Teatime Chocolate Biscuits,5,36.50 
1997,3,Confections,Gumbar Gummibarchen,30,747.00 
1997,3,Meat/Poultry,Tourtière,24,141.60 
1997,3,Dairy Products,Raclette Courdavault,30,1320.00 
1997,3,Seafood,Rod Kaviar,20,240.00 
1997,3,Dairy Products,Queso Cabrales,15,252.00 
1997,3,Confections,Pavlova,18,250.20 
1997,3,Dairy Products,Raclette Courdavault,60,2640.00 
1997,3,Confections,Scottish Longbreads,30,300.00 
1997,3,Beverages,Rhonbrau Klosterbier,36,223.20 
1997,3,Condiments,Gula Malacca,15,232.50 
1997,3,Condiments,Original Frankfurter grune Soe,7,72.80 
1997,4,Confections,NuNuCa Nu-Nougat-Creme,60,672.00 
1997,4,Grains/Cereals,Singaporean Hokkien Fried Mee,20,224.00 
1997,4,Condiments,Louisiana Fiery Hot Pepper Sauce,15,252.00 
1997,4,Condiments,Louisiana Hot Spiced Okra,10,136.00 
1997,4,Dairy Products,Gudbrandsdalsost,10,288.00 
1997,4,Grains/Cereals,Gnocchi di nonna Alice,30,912.00 
1997,4,Grains/Cereals,Tunnbrod,10,72.00 
1997,4,Seafood,Jack's New England Clam Chowder,20,154.00 
1997,4,Condiments,Original Frankfurter grune Soe,5,52.00 
1997,4,Dairy Products,Gorgonzola Telino,20,200.00 
1997,4,Grains/Cereals,Gnocchi di nonna Alice,14,425.60 
1997,4,Dairy Products,Mozzarella di Giovanni,25,695.00 
1997,4,Condiments,Original Frankfurter grune Soe,25,260.00 
1997,4,Beverages,Guarana Fantastica,14,63.00 
1997,4,Seafood,Boston Crab Meat,5,92.00 
1997,4,Grains/Cereals,Singaporean Hokkien Fried Mee,30,420.00 
1997,4,Produce,Rossle Sauerkraut,20,912.00 
1997,4,Confections,Maxilaku,25,500.00 
1997,4,Condiments,Genen Shouyu,12,186.00 
1997,4,Produce,Rossle Sauerkraut,8,364.80 
1997,4,Meat/Poultry,Tourtière,20,149.00 
1997,4,Seafood,Rogede sild,21,199.50 
1997,4,Meat/Poultry,Perth Pasties,6,196.80 
1997,4,Beverages,Laughing Lumberjack Lager,30,420.00 
1997,4,Produce,Tofu,70,1627.50 
1997,4,Condiments,Louisiana Fiery Hot Pepper Sauce,20,421.00 
1997,4,Beverages,Chang,12,228.00 
1997,4,Confections,Sir Rodney's Scones,12,120.00 
1997,4,Meat/Poultry,Perth Pasties,10,328.00 
1997,4,Condiments,Sirop d'erable,25,712.50 
1997,4,Confections,Tarte au sucre,3,147.90 
1997,4,Confections,NuNuCa Nu-Nougat-Creme,18,252.00 
1997,4,Beverages,Outback Lager,14,210.00 
1997,4,Beverages,Ipoh Coffee,15,690.00 
1997,4,Confections,Chocolade,15,191.25 
1997,4,Seafood,Konbu,10,60.00 
1997,4,Beverages,Chartreuse verte,10,180.00 
1997,4,Produce,Rossle Sauerkraut,3,136.80 
1997,4,Meat/Poultry,Thuringer Rostbratwurst,36,4456.44 
1997,4,Beverages,Rhonbrau Klosterbier,36,279.00 
1997,4,Condiments,Chef Anton's Cajun Seasoning,50,1100.00 
1997,4,Produce,Uncle Bob's Organic Dried Pears,50,1500.00 
1997,4,Condiments,Northwoods Cranberry Sauce,10,400.00 
1997,4,Beverages,Guarana Fantastica,10,45.00 
1997,4,Seafood,Spegesild,9,108.00 
1997,4,Confections,Zaanse koeken,6,57.00 
1997,4,Dairy Products,Camembert Pierrot,12,408.00 
1997,4,Confections,Sir Rodney's Scones,40,400.00 
1997,4,Dairy Products,Mascarpone Fabioli,50,1600.00 
1997,4,Condiments,Sirop d'erable,15,427.50 
1997,4,Confections,Sir Rodney's Marmalade,39,3159.00 
1997,4,Produce,Rossle Sauerkraut,35,1596.00 
1997,4,Grains/Cereals,Gnocchi di nonna Alice,70,2660.00 
1997,4,Condiments,Louisiana Fiery Hot Pepper Sauce,39,820.95 
1997,4,Beverages,Rhonbrau Klosterbier,50,387.50 
1997,4,Meat/Poultry,Mishi Kobe Niku,16,1552.00 
1997,4,Confections,Pavlova,50,872.50 
1997,4,Confections,Schoggi Schokolade,120,5268.00 
1997,4,Dairy Products,Geitost,16,40.00 
1997,4,Dairy Products,Camembert Pierrot,84,2856.00 
1997,4,Seafood,Carnarvon Tigers,25,1562.50 
1997,4,Seafood,Jack's New England Clam Chowder,80,772.00 
1997,4,Grains/Cereals,Singaporean Hokkien Fried Mee,20,280.00 
1997,4,Grains/Cereals,Filo Mix,6,42.00 
1997,4,Dairy Products,Raclette Courdavault,4,220.00 
1997,4,Beverages,Outback Lager,6,90.00 
1997,4,Beverages,Guarana Fantastica,5,22.50 
1997,4,Beverages,Cte de Blaye,15,3952.50 
1997,4,Condiments,Gula Malacca,9,175.05 
1997,4,Seafood,Ikura,16,496.00 
1997,4,Grains/Cereals,Gnocchi di nonna Alice,40,1520.00 
1997,4,Dairy Products,Camembert Pierrot,10,340.00 
1997,4,Beverages,Guarana Fantastica,8,36.00 
1997,4,Meat/Poultry,Perth Pasties,5,164.00 
1997,4,Beverages,Steeleye Stout,3,54.00 
1997,4,Seafood,Jack's New England Clam Chowder,10,96.50 
1997,4,Confections,Scottish Longbreads,6,75.00 
1997,4,Beverages,Chai,40,720.00 
1997,4,Condiments,Northwoods Cranberry Sauce,24,960.00 
1997,4,Seafood,Nord-Ost Matjeshering,20,517.80 
1997,4,Seafood,Boston Crab Meat,25,460.00 
1997,5,Meat/Poultry,Alice Mutton,25,975.00 
1997,5,Confections,Sir Rodney's Marmalade,15,1215.00 
1997,5,Seafood,Gravad lax,18,468.00 
1997,5,Seafood,Jack's New England Clam Chowder,6,57.90 
1997,5,Seafood,Ikura,2,62.00 
1997,5,Seafood,Nord-Ost Matjeshering,10,258.90 
1997,5,Beverages,Ipoh Coffee,60,2760.00 
1997,5,Meat/Poultry,Tourtière,15,111.75 
1997,5,Seafood,Inlagd Sill,30,570.00 
1997,5,Seafood,Boston Crab Meat,15,276.00 
1997,5,Beverages,Chai,8,144.00 
1997,5,Seafood,Konbu,10,60.00 
1997,5,Grains/Cereals,Gnocchi di nonna Alice,30,1140.00 
1997,5,Condiments,Chef Anton's Cajun Seasoning,50,1100.00 
1997,5,Seafood,Inlagd Sill,30,570.00 
1997,5,Dairy Products,Queso Cabrales,3,63.00 
1997,5,Dairy Products,Geitost,8,20.00 
1997,5,Dairy Products,Mozzarella di Giovanni,9,313.20 
1997,5,Meat/Poultry,Pate chinois,14,336.00 
1997,5,Confections,Scottish Longbreads,20,250.00 
1997,5,Dairy Products,Gudbrandsdalsost,10,360.00 
1997,5,Meat/Poultry,Alice Mutton,40,1560.00 
1997,5,Beverages,Ipoh Coffee,25,1150.00 
1997,5,Condiments,Sirop d'erable,20,570.00 
1997,5,Beverages,Lakkalikoori,50,900.00 
1997,5,Dairy Products,Raclette Courdavault,2,110.00 
1997,5,Seafood,Nord-Ost Matjeshering,15,388.35 
1997,5,Condiments,Louisiana Hot Spiced Okra,24,408.00 
1997,5,Condiments,Chef Anton's Cajun Seasoning,50,1100.00 
1997,5,Dairy Products,Mozzarella di Giovanni,24,835.20 
1997,5,Seafood,Rod Kaviar,24,360.00 
1997,5,Seafood,Nord-Ost Matjeshering,10,258.90 
1997,5,Seafood,Boston Crab Meat,10,184.00 
1997,5,Meat/Poultry,Tourtière,10,74.50 
1997,5,Dairy Products,Queso Cabrales,50,1050.00 
1997,5,Seafood,Boston Crab Meat,10,184.00 
1997,5,Grains/Cereals,Ravioli Angelo,5,97.50 
1997,5,Dairy Products,Raclette Courdavault,15,825.00 
1997,5,Dairy Products,Queso Manchego La Pastora,15,570.00 
1997,5,Dairy Products,Gorgonzola Telino,20,250.00 
1997,5,Dairy Products,Geitost,30,75.00 
1997,5,Dairy Products,Camembert Pierrot,35,1190.00 
1997,5,Dairy Products,Gorgonzola Telino,30,375.00 
1997,5,Produce,Manjimup Dried Apples,6,318.00 
1997,5,Seafood,Escargots de Bourgogne,20,265.00 
1997,5,Dairy Products,Mozzarella di Giovanni,21,730.80 
1997,5,Seafood,Rod Kaviar,9,135.00 
1997,5,Beverages,Outback Lager,7,105.00 
1997,5,Dairy Products,Mozzarella di Giovanni,1,34.80 
1997,5,Seafood,Konbu,8,48.00 
1997,5,Confections,Sir Rodney's Scones,15,150.00 
1997,5,Dairy Products,Geitost,15,37.50 
1997,5,Confections,Maxilaku,6,120.00 
1997,5,Condiments,Aniseed Syrup,60,600.00 
1997,5,Confections,Gumbar Gummibarchen,40,1249.20 
1997,5,Beverages,Cte de Blaye,30,7905.00 
1997,5,Confections,Scottish Longbreads,35,437.50 
1997,5,Beverages,Guarana Fantastica,35,157.50 
1997,5,Beverages,Cte de Blaye,4,1054.00 
1997,5,Condiments,Louisiana Fiery Hot Pepper Sauce,36,757.80 
1997,5,Dairy Products,Flotemysost,9,193.50 
1997,5,Dairy Products,Queso Cabrales,15,315.00 
1997,5,Meat/Poultry,Tourtière,24,178.80 
1997,5,Dairy Products,Queso Manchego La Pastora,30,1140.00 
1997,5,Grains/Cereals,Tunnbrod,70,630.00 
1997,5,Produce,Rossle Sauerkraut,7,319.20 
1997,5,Beverages,Laughing Lumberjack Lager,7,98.00 
1997,5,Dairy Products,Queso Cabrales,10,210.00 
1997,5,Produce,Uncle Bob's Organic Dried Pears,10,300.00 
1997,5,Beverages,Steeleye Stout,30,540.00 
1997,5,Confections,Tarte au sucre,40,1972.00 
1997,5,Dairy Products,Mascarpone Fabioli,24,768.00 
1997,5,Seafood,Inlagd Sill,60,1140.00 
1997,5,Beverages,Sasquatch Ale,10,140.00 
1997,5,Seafood,Jack's New England Clam Chowder,14,135.10 
1997,5,Dairy Products,Gorgonzola Telino,55,687.50 
1997,5,Seafood,Rogede sild,100,950.00 
1997,5,Produce,Manjimup Dried Apples,48,2544.00 
1997,5,Meat/Poultry,Alice Mutton,8,312.00 
1997,5,Confections,Teatime Chocolate Biscuits,10,92.00 
1997,5,Confections,Sir Rodney's Scones,6,60.00 
1997,5,Condiments,Sirop d'erable,10,285.00 
1997,5,Confections,Pavlova,40,698.00 
1997,5,Beverages,Steeleye Stout,20,360.00 
1997,5,Condiments,Gula Malacca,40,778.00 
1997,5,Dairy Products,Gudbrandsdalsost,18,648.00 
1997,5,Beverages,Rhonbrau Klosterbier,30,232.50 
1997,5,Dairy Products,Queso Cabrales,15,315.00 
1997,5,Confections,Pavlova,14,244.30 
1997,5,Grains/Cereals,Gustaf's Knackebrod,24,504.00 
1997,5,Dairy Products,Gorgonzola Telino,30,375.00 
1997,5,Beverages,Steeleye Stout,6,108.00 
1997,5,Confections,Pavlova,30,523.50 
1997,5,Grains/Cereals,Tunnbrod,20,180.00 
1997,5,Confections,Tarte au sucre,20,986.00 
1997,5,Condiments,Original Frankfurter grune Soe,10,130.00 
1997,6,Produce,Tofu,30,697.50 
1997,6,Confections,Teatime Chocolate Biscuits,35,322.00 
1997,6,Beverages,Guarana Fantastica,18,81.00 
1997,6,Produce,Manjimup Dried Apples,20,1060.00 
1997,6,Grains/Cereals,Gnocchi di nonna Alice,40,1520.00 
1997,6,Dairy Products,Mozzarella di Giovanni,24,835.20 
1997,6,Grains/Cereals,Wimmers gute Semmelknodel,30,997.50 
1997,6,Beverages,Rhonbrau Klosterbier,20,155.00 
1997,6,Confections,Zaanse koeken,25,237.50 
1997,6,Produce,Manjimup Dried Apples,20,1060.00 
1997,6,Grains/Cereals,Filo Mix,30,210.00 
1997,6,Meat/Poultry,Perth Pasties,18,590.40 
1997,6,Seafood,Rod Kaviar,3,45.00 
1997,6,Seafood,Jack's New England Clam Chowder,12,115.80 
1997,6,Meat/Poultry,Pate chinois,18,432.00 
1997,6,Seafood,Nord-Ost Matjeshering,20,517.80 
1997,6,Confections,Tarte au sucre,15,739.50 
1997,6,Condiments,Gula Malacca,10,194.50 
1997,6,Produce,Manjimup Dried Apples,50,2650.00 
1997,6,Dairy Products,Geitost,20,50.00 
1997,6,Confections,Tarte au sucre,10,493.00 
1997,6,Seafood,Inlagd Sill,25,475.00 
1997,6,Grains/Cereals,Filo Mix,70,490.00 
1997,6,Meat/Poultry,Alice Mutton,16,624.00 
1997,6,Dairy Products,Gorgonzola Telino,6,75.00 
1997,6,Meat/Poultry,Pate chinois,25,600.00 
1997,6,Beverages,Guarana Fantastica,25,112.50 
1997,6,Grains/Cereals,Wimmers gute Semmelknodel,18,598.50 
1997,6,Dairy Products,Queso Cabrales,35,735.00 
1997,6,Seafood,Carnarvon Tigers,18,1125.00 
1997,6,Beverages,Lakkalikoori,10,180.00 
1997,6,Dairy Products,Gorgonzola Telino,60,750.00 
1997,6,Produce,Manjimup Dried Apples,3,159.00 
1997,6,Dairy Products,Raclette Courdavault,40,2200.00 
1997,6,Seafood,Ikura,5,155.00 
1997,6,Dairy Products,Gorgonzola Telino,35,437.50 
1997,6,Beverages,Lakkalikoori,30,540.00 
1997,6,Dairy Products,Queso Cabrales,15,315.00 
1997,6,Grains/Cereals,Gnocchi di nonna Alice,60,2280.00 
1997,6,Produce,Tofu,11,255.75 
1997,6,Grains/Cereals,Singaporean Hokkien Fried Mee,28,392.00 
1997,6,Confections,Pavlova,12,209.40 
1997,6,Dairy Products,Mascarpone Fabioli,10,320.00 
1997,6,Seafood,Boston Crab Meat,50,920.00 
1997,6,Beverages,Rhonbrau Klosterbier,15,116.25 
1997,6,Meat/Poultry,Alice Mutton,18,702.00 
1997,6,Beverages,Sasquatch Ale,40,560.00 
1997,6,Meat/Poultry,Perth Pasties,25,820.00 
1997,6,Dairy Products,Geitost,14,35.00 
1997,6,Seafood,Boston Crab Meat,2,36.80 
1997,6,Confections,Tarte au sucre,10,493.00 
1997,6,Grains/Cereals,Wimmers gute Semmelknodel,6,199.50 
1997,6,Dairy Products,Raclette Courdavault,12,660.00 
1997,6,Condiments,Vegie-spread,6,263.40 
1997,6,Dairy Products,Mozzarella di Giovanni,30,1044.00 
1997,6,Beverages,Lakkalikoori,10,180.00 
1997,6,Beverages,Chai,10,180.00 
1997,6,Dairy Products,Gorgonzola Telino,20,250.00 
1997,6,Condiments,Gula Malacca,21,408.45 
1997,6,Beverages,Chartreuse verte,10,180.00 
1997,6,Beverages,Rhonbrau Klosterbier,20,155.00 
1997,6,Condiments,Original Frankfurter grune Soe,18,234.00 
1997,6,Beverages,Steeleye Stout,20,360.00 
1997,6,Grains/Cereals,Ravioli Angelo,6,117.00 
1997,6,Condiments,Genen Shouyu,10,155.00 
1997,6,Beverages,Rhonbrau Klosterbier,21,162.75 
1997,6,Produce,Tofu,15,348.75 
1997,6,Seafood,Jack's New England Clam Chowder,9,86.85 
1997,6,Condiments,Louisiana Fiery Hot Pepper Sauce,30,631.50 
1997,6,Beverages,Rhonbrau Klosterbier,50,387.50 
1997,6,Grains/Cereals,Ravioli Angelo,4,78.00 
1997,6,Beverages,Lakkalikoori,14,252.00 
1997,6,Meat/Poultry,Thuringer Rostbratwurst,10,1237.90 
1997,6,Dairy Products,Camembert Pierrot,24,816.00 
1997,6,Dairy Products,Gudbrandsdalsost,10,360.00 
1997,6,Dairy Products,Gorgonzola Telino,50,625.00 
1997,7,Confections,Zaanse koeken,15,142.50 
1997,7,Grains/Cereals,Filo Mix,4,28.00 
1997,7,Confections,Gumbar Gummibarchen,6,187.38 
1997,7,Beverages,Steeleye Stout,20,360.00 
1997,7,Condiments,Original Frankfurter grune Soe,20,260.00 
1997,7,Seafood,Carnarvon Tigers,40,2500.00 
1997,7,Grains/Cereals,Singaporean Hokkien Fried Mee,100,1400.00 
1997,7,Beverages,Steeleye Stout,4,72.00 
1997,7,Beverages,Chai,20,360.00 
1997,7,Condiments,Original Frankfurter grune Soe,60,780.00 
1997,7,Condiments,Aniseed Syrup,14,140.00 
1997,7,Produce,Uncle Bob's Organic Dried Pears,10,300.00 
1997,7,Meat/Poultry,Tourtière,50,372.50 
1997,7,Condiments,Genen Shouyu,25,387.50 
1997,7,Confections,Gumbar Gummibarchen,5,156.15 
1997,7,Confections,Sir Rodney's Marmalade,21,1701.00 
1997,7,Dairy Products,Gudbrandsdalsost,20,720.00 
1997,7,Beverages,Lakkalikoori,4,72.00 
1997,7,Grains/Cereals,Filo Mix,24,168.00 
1997,7,Seafood,Escargots de Bourgogne,30,397.50 
1997,7,Beverages,Steeleye Stout,30,540.00 
1997,7,Condiments,Sirop d'erable,120,3420.00 
1997,7,Dairy Products,Gudbrandsdalsost,65,2340.00 
1997,7,Grains/Cereals,Gnocchi di nonna Alice,5,190.00 
1997,7,Condiments,Vegie-spread,24,1053.60 
1997,7,Beverages,Rhonbrau Klosterbier,30,232.50 
1997,7,Beverages,Guarana Fantastica,35,157.50 
1997,7,Grains/Cereals,Ravioli Angelo,20,390.00 
1997,7,Condiments,Louisiana Fiery Hot Pepper Sauce,12,252.60 
1997,7,Confections,Schoggi Schokolade,50,2195.00 
1997,7,Dairy Products,Flotemysost,9,193.50 
1997,7,Confections,Tarte au sucre,10,493.00 
1997,7,Meat/Poultry,Tourtière,4,29.80 
1997,7,Seafood,Rod Kaviar,30,450.00 
1997,7,Seafood,Konbu,60,360.00 
1997,7,Dairy Products,Raclette Courdavault,35,1925.00 
1997,7,Condiments,Original Frankfurter grune Soe,5,65.00 
1997,7,Grains/Cereals,Gustaf's Knackebrod,48,1008.00 
1997,7,Confections,Maxilaku,25,500.00 
1997,7,Confections,Chocolade,6,76.50 
1997,7,Beverages,Lakkalikoori,10,180.00 
1997,7,Confections,Pavlova,30,523.50 
1997,7,Dairy Products,Raclette Courdavault,20,1100.00 
1997,7,Dairy Products,Camembert Pierrot,70,2380.00 
1997,7,Dairy Products,Flotemysost,15,322.50 
1997,7,Condiments,Chef Anton's Cajun Seasoning,20,440.00 
1997,7,Meat/Poultry,Pate chinois,20,480.00 
1997,7,Confections,Tarte au sucre,10,493.00 
1997,7,Produce,Uncle Bob's Organic Dried Pears,45,1350.00 
1997,7,Meat/Poultry,Alice Mutton,100,3900.00 
1997,7,Dairy Products,Geitost,14,35.00 
1997,7,Seafood,Boston Crab Meat,42,772.80 
1997,7,Dairy Products,Mozzarella di Giovanni,12,417.60 
1997,7,Grains/Cereals,Gnocchi di nonna Alice,28,1064.00 
1997,7,Beverages,Chai,3,54.00 
1997,7,Seafood,Ikura,10,310.00 
1997,7,Confections,Sir Rodney's Scones,6,60.00 
1997,7,Seafood,Inlagd Sill,21,399.00 
1997,7,Beverages,Chai,6,108.00 
1997,7,Beverages,Chang,10,190.00 
1997,7,Dairy Products,Camembert Pierrot,15,510.00 
1997,7,Seafood,Ikura,70,2170.00 
1997,7,Seafood,Inlagd Sill,55,1045.00 
1997,7,Confections,Maxilaku,18,360.00 
1997,7,Dairy Products,Camembert Pierrot,40,1360.00 
1997,7,Beverages,Lakkalikoori,80,1440.00 
1997,7,Seafood,Konbu,8,48.00 
1997,7,Beverages,Rhonbrau Klosterbier,40,310.00 
1997,7,Dairy Products,Queso Cabrales,14,294.00 
1997,7,Confections,Sir Rodney's Scones,8,80.00 
1997,7,Beverages,Chartreuse verte,5,90.00 
1997,7,Meat/Poultry,Pate chinois,5,120.00 
1997,7,Beverages,Cte de Blaye,15,3952.50 
1997,7,Grains/Cereals,Gnocchi di nonna Alice,14,532.00 
1997,7,Beverages,Outback Lager,15,225.00 
1997,7,Dairy Products,Flotemysost,15,322.50 
1997,7,Dairy Products,Raclette Courdavault,30,1650.00 
1997,8,Condiments,Grandma's Boysenberry Spread,70,1750.00 
1997,8,Grains/Cereals,Gnocchi di nonna Alice,20,760.00 
1997,8,Confections,Scottish Longbreads,15,187.50 
1997,8,Confections,Sir Rodney's Scones,42,420.00 
1997,8,Grains/Cereals,Gustaf's Knackebrod,40,840.00 
1997,8,Beverages,Guarana Fantastica,5,22.50 
1997,8,Grains/Cereals,Filo Mix,5,35.00 
1997,8,Confections,Teatime Chocolate Biscuits,5,46.00 
